Accident_Index,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),Road_Type,Speed_limit,Junction_Detail,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident
2006920601497,92,3,1,1,6,910,3,30,0,1,1,1,0,0,1,2
200604DA06122,4,3,2,1,7,79,6,30,3,1,1,1,0,0,1,1
200897AC70811,97,3,4,1,7,926,3,50,0,4,7,2,0,0,1,1
200905EE01094,5,3,2,1,6,91,3,30,0,1,1,1,0,0,1,1
200620E028903,20,3,2,1,7,300,3,30,3,1,1,1,0,0,1,1
200691NE12899,91,3,2,1,1,927,6,50,0,1,1,1,0,0,2,1
200545GU77535,45,3,2,1,3,517,9,30,0,1,9,1,0,0,1,1
2013120090874,12,3,1,1,4,181,6,30,0,1,1,1,0,0,1,2
201301EO40658,1,3,2,1,1,3,6,30,3,1,2,2,0,0,1,1
200614A154406,14,3,2,1,6,211,3,70,0,1,1,1,0,0,2,1
2007460037049,46,3,1,1,2,544,6,30,0,4,1,2,7,0,1,1
200797AC02002,97,3,2,1,4,926,3,30,3,1,1,1,0,0,1,1
20064100J2593,41,3,3,1,5,33,6,30,0,1,1,1,0,0,2,1
2008460154901,46,3,2,2,7,541,6,30,6,4,1,1,0,0,1,1
2011360061469,36,3,2,1,2,404,3,30,0,1,1,1,0,0,1,1
201297NC01804,97,3,1,1,2,932,1,30,1,1,1,1,0,0,1,1
200601CW10933,1,3,1,1,5,1,6,30,6,1,1,1,0,0,1,1
2006160A03290,16,3,3,2,2,233,6,30,0,1,1,1,0,0,1,1
20124100T2133,41,3,3,4,6,438,3,70,0,7,5,2,0,0,2,1
200801ZD31004,1,3,1,1,5,20,6,30,3,4,2,2,0,0,1,1
2014460247991,46,3,2,1,5,538,6,30,3,1,1,1,0,0,2,2
200604AX06119,4,3,2,1,4,71,1,30,1,4,5,2,0,0,1,1
200806F001517,6,3,2,1,4,107,6,30,3,1,1,1,0,0,1,1
2014610055214,61,3,2,1,6,731,1,40,1,1,1,1,0,0,1,1
201197UC03504,97,3,2,1,2,919,6,30,0,1,1,1,0,0,2,2
2006460128278,46,3,2,2,1,538,3,40,3,4,1,1,0,0,1,1
2005215226903,21,3,1,1,6,253,3,40,3,4,1,1,0,0,1,1
2014471405471,47,3,2,1,6,557,6,40,0,4,1,1,4,0,1,1
2006470607422,47,3,1,1,6,551,6,30,0,1,1,1,0,0,1,2
201101TX20207,1,3,1,1,6,25,6,30,3,1,1,1,0,0,1,1
201150JI2G004,50,3,2,1,1,584,6,30,3,1,1,2,0,0,1,1
201434WD03174,34,3,2,1,2,381,1,40,1,1,1,1,0,0,2,2
200606L061536,6,3,2,1,2,114,6,30,6,1,1,1,0,0,1,1
2012930001693,93,3,2,2,6,912,6,30,0,4,2,2,0,0,1,1
2007600WR7028,60,3,2,1,4,725,6,30,9,1,2,2,0,0,1,1
200506M041999,6,3,2,1,5,112,6,30,3,4,1,2,0,0,1,1
200906J021753,6,3,2,1,4,109,6,30,0,4,1,1,0,0,1,1
201214K275012,14,3,2,1,5,215,6,30,6,1,8,2,0,0,1,1
201350JI2B003,50,3,1,2,4,584,6,30,3,1,1,1,0,0,1,1
2008100653808,10,3,1,1,5,146,3,50,0,4,1,1,6,0,1,1
2010331000581,33,3,2,2,6,367,3,40,8,4,1,1,0,0,1,1
2011930000718,93,3,1,1,2,934,6,60,0,6,1,4,0,0,2,1
2008100120008,10,3,1,1,3,147,6,30,8,4,1,1,0,0,1,1
2010521001051,52,3,2,1,5,605,6,30,3,4,2,2,0,0,1,1
201320M004353,20,3,2,1,1,302,6,30,9,1,2,2,0,0,1,1
2008120100569,12,3,1,1,1,181,6,30,0,1,1,1,0,0,2,1
2008130297608,13,3,2,2,6,204,6,40,0,4,1,2,0,0,1,1
200597QB04405,97,3,1,1,3,938,6,30,0,1,1,1,0,2,1,1
2014460239302,46,3,3,3,7,540,6,30,6,1,1,1,0,0,1,1
200932B105909,32,3,1,1,4,355,6,30,0,1,9,1,0,0,1,2
2006950007929,95,3,2,5,7,940,6,40,3,4,1,1,0,0,2,1
2005440471543,44,3,2,1,4,491,6,30,3,1,1,1,0,0,1,2
2012460210786,46,3,3,1,2,538,3,70,0,6,1,1,0,0,1,1
200545RU67016,45,3,2,2,1,514,6,30,3,1,1,1,0,0,1,1
201220K014962,20,3,3,1,2,305,6,30,0,4,2,2,0,0,1,1
201101RG40672,1,3,2,1,3,6,6,30,6,1,2,2,0,0,1,1
200901WW50342,1,3,2,1,4,10,3,30,0,1,1,1,0,0,1,1
200554CT43305,54,3,2,1,3,634,6,30,9,1,1,1,0,0,1,1
200801QK50237,1,3,2,1,5,28,6,30,6,1,1,1,0,0,1,1
200601KD50597,1,3,3,1,7,15,1,30,1,1,1,1,0,0,2,1
200950KE2D011,50,3,1,1,5,580,2,30,0,4,1,1,0,0,1,1
200801KG72924,1,3,1,1,4,16,6,30,9,1,1,1,0,0,1,1
200601PY20296,1,3,1,1,3,19,6,30,6,1,1,1,0,0,1,1
2011520101663,52,3,3,1,2,606,6,30,0,1,1,1,0,0,1,1
201145RU58627,45,3,2,1,1,514,1,30,1,1,1,2,0,0,1,1
2014440166244,44,3,2,1,2,500,6,30,3,1,1,1,0,0,1,2
201045MO49711,45,3,2,1,5,512,3,30,9,1,1,1,0,0,1,1
201201HT20874,1,3,2,1,5,5,3,30,3,4,1,1,0,0,1,1
200906N013774,6,3,1,1,7,101,6,30,0,1,1,1,0,0,1,2
2010100403210,10,3,1,1,7,139,6,30,0,1,2,2,0,0,1,1
201320J000483,20,3,2,2,7,303,3,40,6,1,1,1,0,0,1,1
200606C045222,6,3,3,5,7,102,6,30,3,1,1,1,0,0,1,1
200801WW50431,1,3,1,1,5,10,6,30,0,1,1,1,0,0,1,1
200522DD47919,22,3,3,2,3,278,6,60,0,6,1,1,0,7,2,1
2007360041867,36,3,2,1,6,405,6,40,3,1,2,2,0,0,2,1
2010360057751,36,3,1,1,4,406,6,50,3,6,1,2,0,0,2,1
201342I182903,42,3,2,1,2,455,6,30,0,1,1,2,0,0,1,2
200601JI40805,1,3,2,1,3,14,3,50,6,1,1,1,0,0,1,2
2007610090307,61,3,2,1,3,732,6,30,8,1,1,1,0,0,1,1
201401RG40309,1,3,2,1,3,6,3,30,6,1,1,1,0,0,1,2
200845GU25923,45,3,2,1,2,511,1,60,1,1,1,1,0,0,2,1
2012030000347,3,3,2,1,5,62,6,30,3,1,1,2,0,0,2,1
2013930000419,93,3,2,3,2,912,1,30,1,4,2,2,0,0,1,1
201301LX50938,1,3,2,2,1,9,6,30,6,1,1,1,0,0,1,1
2006600DE2204,60,3,2,1,7,723,3,70,1,1,2,2,0,0,2,1
200650D43P263,50,3,3,2,3,586,6,60,0,1,1,2,0,0,2,1
200801QK50610,1,3,2,1,5,28,6,30,3,4,1,2,0,0,1,1
2009350236709,35,3,1,1,4,390,6,30,0,1,9,1,0,0,1,2
201423S011413,23,3,2,1,7,294,6,30,0,1,1,1,0,0,1,2
2014074302494,7,3,2,1,6,130,3,70,0,1,1,1,0,0,2,2
201001KD50247,1,3,2,2,6,15,6,30,3,1,1,1,0,0,1,1
200520F124102,20,3,2,1,3,300,6,30,6,1,1,2,0,0,1,2
201006A038483,6,3,2,1,4,102,3,30,6,1,1,1,0,0,1,1
2005100237905,10,3,2,1,5,147,6,30,3,1,1,1,0,0,1,2
200501KD50355,1,3,2,1,1,15,6,30,3,4,1,1,0,0,1,1
200820L069001,20,3,2,1,6,306,6,30,0,1,1,1,0,0,1,2
201343R222103,43,3,2,1,7,474,3,70,5,1,1,2,0,0,2,1
201442I058002,42,3,2,1,6,461,2,30,0,1,1,1,0,0,1,2
2010030002973,3,3,2,1,1,63,6,30,0,1,1,4,0,0,2,1
201136T110171,36,3,2,2,3,401,3,70,0,1,1,1,0,0,2,1
2008460152359,46,3,2,2,4,542,3,50,5,7,1,1,0,0,2,2
2009360051597,36,3,1,3,1,406,6,60,0,1,1,1,0,0,2,1
201206K060152,6,3,4,3,2,100,6,30,6,1,4,2,0,0,1,1
2014950003285,95,3,2,1,2,923,6,30,7,1,1,1,0,0,1,1
2007470706657,47,3,2,1,6,551,6,30,9,1,1,1,0,0,1,2
2007470709199,47,3,2,1,2,556,6,30,3,1,1,1,0,0,1,1
200606J063114,6,3,2,1,5,109,3,30,8,4,1,1,0,0,1,1
2010440334786,44,3,1,1,7,500,1,50,1,1,1,1,0,0,1,2
2006460028987,46,3,1,2,6,544,6,30,6,1,1,1,0,0,1,1
200811NF07938,11,3,2,2,3,164,3,70,0,1,1,1,0,0,2,1
2007160C06370,16,3,2,2,3,231,6,30,0,6,1,2,0,0,2,1
200663DP28406,63,3,2,2,6,753,6,60,3,1,1,1,0,0,2,1
2014300008982,30,3,2,1,1,322,6,30,6,7,2,2,0,0,1,1
200501WW50713,1,3,3,1,2,10,6,30,3,1,1,1,0,0,1,1
201414B028514,14,3,2,2,7,210,6,30,0,1,9,1,0,0,1,1
200637L013121,37,3,2,1,3,416,6,30,8,1,1,1,0,0,1,2
2012521202668,52,3,1,1,4,611,2,30,3,1,5,2,0,0,2,1
201004EL10014,4,3,2,1,6,75,6,30,3,1,1,2,0,0,2,1
2011100626611,10,3,2,1,4,146,6,30,0,1,2,2,0,0,1,2
200843P034088,43,3,2,1,3,483,6,30,8,1,2,2,0,0,2,2
200545MO78071,45,3,1,1,2,512,6,30,9,1,1,1,0,0,1,1
201197GB22705,97,3,2,1,3,926,3,70,3,1,1,1,0,0,1,2
201045MO55104,45,3,3,4,2,512,6,40,0,1,1,1,0,0,2,1
200606X055642,6,3,2,1,6,106,3,70,0,4,1,1,0,0,2,1
2011551D56814,55,3,2,1,6,645,6,60,0,1,1,1,0,0,2,1
201232N286712,32,3,2,1,6,353,6,60,8,1,1,1,0,0,2,1
200901LX50097,1,3,2,2,6,9,6,30,3,1,2,2,0,0,1,1
200643S052116,43,3,1,1,4,479,6,60,0,6,1,2,0,0,2,1
2009950008768,95,3,2,1,4,923,6,30,3,4,9,2,0,0,1,2
2007460137175,46,3,2,1,4,541,6,30,0,1,1,1,0,0,2,1
2006070600078,7,3,2,2,6,128,6,60,5,4,1,1,0,0,2,1
201101QK50586,1,3,1,1,5,28,3,30,3,5,1,1,0,0,1,1
2007330705000,33,3,2,1,5,361,3,40,0,1,8,1,0,0,2,1
20073102A0101,31,3,4,1,2,344,3,40,0,1,1,2,0,0,1,1
200536T050124,36,3,2,1,6,401,6,30,3,1,1,1,0,0,1,2
2009520904633,52,3,4,3,3,612,3,70,0,1,1,1,0,0,2,1
200601JC30515,1,3,2,1,6,13,6,30,3,1,1,1,0,0,1,1
200801FH19043,1,3,1,1,4,11,6,30,3,4,1,1,0,0,1,1
2012370271912,37,3,2,1,2,411,1,50,1,1,2,2,0,6,2,2
200745GU08139,45,3,2,1,2,511,3,50,0,4,1,2,0,0,1,1
200663CP26806,63,3,1,2,3,752,6,30,0,4,4,1,0,0,2,1
2013530207898,53,3,1,1,5,625,3,70,0,1,1,2,0,0,2,1
201101SX20699,1,3,2,1,7,30,6,30,1,1,1,1,0,0,1,1
200701TE00007,1,3,1,1,4,12,2,20,3,1,2,2,0,6,1,1
2006940602917,94,3,1,1,2,925,6,60,0,6,5,2,0,0,2,1
2013450008963,45,3,1,1,2,518,1,30,1,5,2,2,0,0,2,1
2014921401657,92,3,2,1,3,911,6,40,0,4,1,2,0,0,2,1
201450KT3A006,50,3,1,1,2,586,6,30,0,1,1,1,0,0,1,2
201011NF31740,11,3,1,1,6,169,6,30,3,1,1,4,0,0,2,1
201020G009720,20,3,1,1,6,309,6,30,3,4,2,2,0,0,1,1
2012212005136,21,3,1,1,7,257,6,30,0,1,1,1,0,0,1,1
201331C004313,31,3,2,1,5,346,6,30,3,4,7,4,0,0,1,1
200604BB06087,4,3,2,1,3,76,6,30,9,1,1,1,0,0,2,1
201401XH30340,1,3,3,5,7,26,3,50,0,1,1,1,0,0,1,1
201201WW50830,1,3,2,1,7,10,1,30,2,1,2,2,0,0,1,2
200701PL60299,1,3,2,1,2,7,6,30,3,1,1,1,0,0,1,1
201104AM11067,4,3,2,1,6,71,6,30,8,1,2,2,0,0,2,1
2007030003237,3,3,2,2,5,63,6,40,0,1,1,1,0,0,2,1
200722EA86782,22,3,2,1,5,285,6,30,3,4,2,2,0,0,2,2
2011160B02221,16,3,1,1,4,232,6,30,0,1,1,2,0,0,1,1
2005460116105,46,3,3,3,2,542,6,40,3,1,1,1,0,0,2,1
200701GD10324,1,3,2,1,4,3,6,30,3,1,1,1,0,0,1,1
201231C110712,31,3,2,3,4,346,6,30,6,1,1,1,0,0,1,2
2008960800741,96,3,1,1,3,939,3,70,0,1,5,2,0,0,2,1
201420M009424,20,3,1,1,6,302,6,30,0,1,1,1,0,0,1,1
2013140003746,14,3,1,1,6,211,6,20,0,1,1,1,0,0,2,2
200643P188016,43,3,2,1,7,483,3,70,0,6,1,1,0,0,2,1
200640B011540,40,3,2,1,2,420,6,30,3,1,1,1,0,0,1,1
201301CW10887,1,3,2,1,5,1,6,30,6,4,1,1,0,0,1,1
2007160A00830,16,3,2,1,1,233,6,30,0,4,1,1,0,0,1,1
201342I063003,42,3,1,1,1,451,3,70,0,1,1,2,0,0,2,1
200806F090584,6,3,2,1,1,107,6,30,3,1,1,1,0,0,1,1
2007460046790,46,3,1,1,4,544,3,30,7,1,1,1,0,0,1,1
2005520123404,52,3,2,1,5,601,6,30,0,1,1,1,0,0,1,2
201150FT2H027,50,3,2,1,3,587,3,40,6,1,2,2,0,0,2,1
2007440423827,44,3,2,1,3,496,6,30,3,4,1,1,0,0,2,1
200922C906208,22,3,2,2,5,273,6,60,0,6,1,1,0,0,2,2
201350GR2B015,50,3,2,2,7,596,6,60,3,1,1,1,0,0,2,1
2006131055806,13,3,2,1,4,206,6,30,3,1,1,1,0,0,1,1
201060L224577,60,3,2,2,2,724,3,70,0,1,1,2,0,0,2,1
200542A068111,42,3,1,1,4,451,2,20,0,1,9,2,0,6,1,2
201101TA00558,1,3,2,1,6,11,6,30,3,1,1,1,0,0,1,1
2011360060902,36,3,2,1,5,402,6,30,0,1,1,1,0,0,2,1
200814K074508,14,3,2,1,3,215,6,30,3,1,9,2,0,0,1,1
2006070602155,7,3,1,1,1,128,1,60,0,1,1,1,0,0,2,1
2009610044209,61,3,2,1,2,732,1,30,2,1,1,1,0,0,2,1
2011440344686,44,3,2,2,7,497,1,70,1,1,1,1,0,0,2,1
200811SB31398,11,3,2,2,3,168,6,30,9,1,1,2,0,0,2,1
201020W042050,20,3,1,1,2,300,2,30,0,1,1,1,0,0,1,1
200950JO2J011,50,3,1,1,1,589,6,60,0,1,2,2,0,0,2,1
2005520009938,52,3,2,1,1,607,6,60,3,1,1,1,0,0,2,1
200701BS70166,1,3,2,1,7,12,6,30,3,1,1,1,0,0,1,1
201045TA56707,45,3,2,1,6,516,1,40,1,4,1,2,0,0,1,1
201234WD16092,34,3,4,1,3,381,6,60,3,1,2,2,0,0,2,1
201011SJ09440,11,3,1,1,6,161,6,60,0,1,1,1,0,0,2,1
201143S017011,43,3,2,2,6,479,3,30,3,1,1,2,0,0,1,1
20083102C3265,31,3,2,1,3,346,1,30,1,1,2,2,0,0,1,1
201242I157706,42,3,2,1,6,454,6,30,3,1,1,1,0,0,1,1
201343W209053,43,3,2,1,5,472,6,30,0,1,1,2,0,0,2,1
2007130927907,13,3,2,1,7,204,6,30,0,1,1,1,0,0,1,1
2011370368111,37,3,1,1,5,414,6,60,0,1,1,1,0,0,2,1
2007350434007,35,3,2,1,6,394,6,30,3,1,1,1,0,0,1,2
200901LX50164,1,3,2,1,6,9,6,30,6,4,1,1,0,0,1,1
201405EE01540,5,3,1,1,7,91,6,30,3,4,5,2,0,0,1,1
2007460144851,46,3,4,2,6,530,3,70,0,1,1,1,0,0,2,1
200605AA11444,5,3,2,1,6,95,6,30,3,1,1,1,0,0,1,2
2009460171176,46,3,1,1,7,531,6,60,0,1,1,1,0,0,2,1
200801BS70508,1,3,2,1,3,12,6,30,3,4,1,2,0,0,1,1
2013950003995,95,3,2,1,6,929,6,60,9,1,2,2,0,0,2,1
201423S031073,23,3,2,2,6,293,3,70,0,1,2,2,0,0,2,1
201301ZT80181,1,3,2,1,3,21,6,40,6,1,1,2,0,0,1,1
200806B002392,6,3,2,1,3,102,6,30,6,4,2,2,0,0,1,2
200930C000582,30,3,2,2,3,322,6,30,3,4,2,2,0,6,1,1
200604EN06061,4,3,2,1,3,80,6,30,9,1,1,1,0,0,2,1
201030C000308,30,3,2,1,1,322,6,30,0,1,1,1,0,0,1,1
2006620150071,62,3,2,1,3,745,1,30,1,4,1,1,0,0,1,1
200630D000718,30,3,1,1,3,323,6,30,0,1,9,1,0,0,1,2
2008330805660,33,3,2,1,5,364,1,30,1,1,1,2,0,0,2,1
200506N030859,6,3,2,2,7,101,6,30,6,4,1,1,0,0,1,1
200620D070303,20,3,2,1,7,300,3,40,6,1,2,2,0,0,1,2
200901CW10595,1,3,2,1,5,2,6,30,3,1,1,1,0,0,1,2
200697CD00703,97,3,1,4,6,920,6,30,3,1,1,1,0,0,1,2
200622GB41890,22,3,3,1,3,284,3,70,1,1,1,1,0,0,2,1
200701XH30627,1,3,2,2,3,26,6,30,3,1,1,1,0,0,1,1
200922E900271,22,3,2,1,2,285,6,30,3,1,1,1,0,0,1,1
200620K095402,20,3,2,1,1,305,3,30,6,1,1,1,0,0,1,1
200801CW12076,1,3,2,1,3,1,6,30,3,1,1,1,0,0,1,2
200720E073403,20,3,2,1,4,300,6,30,0,1,2,2,0,0,1,1
2005470503095,47,3,2,4,3,563,6,60,6,1,2,2,0,0,2,1
2014460251090,46,3,1,1,5,541,6,30,0,1,1,2,0,6,1,1
200705FF20784,5,3,3,1,3,91,6,30,9,1,1,2,0,0,1,1
201350BB2G007,50,3,2,1,6,596,6,30,1,1,1,2,0,0,1,1
2006920602083,92,3,1,1,6,911,9,30,0,1,1,1,0,0,2,2
200901TW60298,1,3,1,1,4,24,6,30,3,4,1,1,0,0,1,1
201301PL60468,1,3,1,1,7,7,6,30,0,1,1,1,0,0,1,1
2006950000949,95,3,1,1,5,929,6,30,0,4,1,1,0,0,2,1
2013213005713,21,3,1,1,3,253,6,30,8,1,2,2,0,0,1,2
200606A043934,6,3,1,1,7,102,6,30,0,1,1,1,0,0,1,1
200622DA53836,22,3,1,1,5,270,3,70,0,1,1,1,0,0,2,1
2005030001006,3,3,1,1,3,62,6,30,0,4,1,1,0,0,1,2
2006470605729,47,3,1,2,5,551,3,70,0,6,1,1,0,7,2,1
2005215333217,21,3,2,2,5,255,6,60,3,1,1,2,0,0,2,1
200914B089609,14,3,2,2,1,210,6,30,9,1,1,1,0,0,2,1
2009520910669,52,3,2,1,3,601,6,30,3,1,1,1,0,0,1,2
2007030001085,3,3,2,2,7,60,6,40,9,1,1,1,0,0,2,2
2005100560905,10,3,2,1,5,147,6,30,3,1,1,1,0,0,1,2
200514C017605,14,3,1,1,1,213,6,30,9,4,8,1,0,0,1,2
2005440776291,44,3,1,1,6,497,6,30,0,4,9,1,0,0,1,1
2006620150927,62,3,2,2,4,745,6,30,1,1,1,2,0,0,1,1
2008130244808,13,3,2,1,5,202,7,30,9,1,1,1,0,0,2,1
20124100J0411,41,3,2,1,1,33,6,30,7,1,1,1,0,0,1,1
2010521006400,52,3,2,1,5,601,6,30,0,1,1,1,0,0,1,1
2011440150503,44,3,2,1,2,500,6,30,0,1,1,1,0,0,1,1
201360P017610,60,3,2,2,1,721,1,30,1,1,4,1,0,0,1,2
2012542870912,54,3,2,1,7,635,6,30,3,1,1,1,0,0,2,2
2006440368332,44,3,2,1,7,501,6,30,0,1,1,1,0,0,1,1
2014320056276,32,3,2,1,5,352,6,30,3,4,8,2,0,0,1,1
2010460091086,46,3,2,1,3,544,3,50,3,4,7,1,0,0,2,1
200950JK2M005,50,3,2,1,2,584,6,60,0,6,7,2,0,0,2,1
2011211003371,21,3,2,2,6,250,6,30,6,1,2,2,0,0,1,1
2005610094605,61,3,2,1,3,731,6,30,3,5,1,1,0,0,1,2
200750B41G451,50,3,2,1,5,595,6,60,0,1,1,1,0,0,2,2
200542F015802,42,3,2,1,7,462,3,70,0,1,1,1,0,0,1,1
200750A31E179,50,3,3,1,2,594,6,60,0,1,1,1,0,0,2,1
200814K293608,14,3,2,1,6,215,6,30,3,4,5,2,0,0,1,2
200550F41C740,50,3,3,2,7,585,6,60,3,1,1,2,0,0,2,1
200920H017302,20,3,2,1,3,307,6,30,3,1,1,1,0,0,1,1
200605EE04801,5,3,2,1,5,91,2,30,6,4,1,1,0,0,1,1
200843S119038,43,3,2,1,6,479,3,70,3,1,1,2,0,0,2,1
201101TW60260,1,3,2,1,7,24,3,30,3,4,1,1,0,0,1,1
2005130994405,13,3,5,1,3,202,6,30,6,1,1,2,0,0,1,1
2007460049428,46,3,1,1,4,544,3,30,7,1,4,1,0,0,1,1
2005555E05311,55,3,2,1,3,647,6,30,8,1,1,1,0,0,1,1
2014120044878,12,3,2,1,6,189,6,30,0,1,1,1,0,0,1,2
200606B045493,6,3,1,1,6,102,6,30,0,1,1,2,0,0,1,1
2009920900860,92,3,1,1,7,930,6,30,0,1,1,1,0,0,2,1
201101BS70653,1,3,2,1,3,12,6,30,6,4,8,2,0,0,1,1
2010120137876,12,3,1,1,6,187,3,70,0,6,1,1,0,0,2,1
2011331101536,33,3,2,3,7,360,3,70,0,1,1,1,0,0,1,1
200645EL90851,45,3,1,1,3,510,6,30,3,1,9,1,0,0,2,1
2007460144656,46,3,2,1,2,538,1,70,1,1,1,1,0,0,2,1
200901GD10740,1,3,2,1,7,4,6,30,3,1,1,1,0,0,1,1
200732B002707,32,3,2,1,5,354,6,40,8,1,1,1,0,0,2,1
2014300010743,30,3,2,1,5,321,7,70,1,4,1,1,0,0,2,2
200801GD74597,1,3,2,1,5,4,6,30,3,1,1,1,0,0,1,2
20093102A0574,31,3,2,2,2,344,6,30,3,1,1,1,0,0,2,1
2005130437205,13,3,2,1,2,204,6,30,6,1,1,1,0,0,1,1
2010352941710,35,3,2,1,6,393,6,30,3,1,1,1,0,0,2,1
20124100F0507,41,3,2,2,1,434,6,30,3,1,1,1,0,0,1,1
200806P088576,6,3,3,1,4,106,6,60,0,6,1,1,0,0,2,1
2014360080588,36,3,2,2,5,407,6,60,6,1,1,1,0,0,2,1
200805BB26750,5,3,1,1,1,93,3,30,6,4,1,1,0,0,1,1
201214K229912,14,3,2,1,7,215,3,30,0,1,1,1,0,0,1,2
2010471007433,47,3,1,1,3,565,2,30,7,1,1,1,0,0,1,2
20074100C1029,41,3,2,1,2,437,3,50,6,4,1,1,0,0,1,1
2010460195034,46,3,2,1,4,538,6,30,3,1,1,1,0,0,2,1
200622FA85339,22,3,2,1,2,282,6,30,3,1,1,2,0,0,1,1
200605AA10645,5,3,2,1,3,95,3,40,1,1,2,2,0,0,2,1
200643R113126,43,3,2,1,3,470,6,30,3,1,1,2,0,0,1,1
200937G028442,37,3,2,1,7,412,6,30,3,1,1,2,0,0,1,1
201301XD80579,1,3,1,1,6,27,6,30,3,1,1,1,0,0,1,1
200563DP36605,63,3,1,1,6,753,6,60,0,6,2,2,0,0,2,1
2014170S22394,17,3,3,1,5,245,6,50,3,4,1,1,0,0,1,1
201220N051802,20,3,2,1,3,300,1,30,1,4,4,1,0,0,1,2
2013450005990,45,3,1,2,1,511,3,60,0,1,2,2,0,0,2,1
200763BC17907,63,3,1,1,4,750,6,60,0,1,1,1,0,2,2,1
201101VW40425,1,3,1,1,1,22,6,30,3,4,1,1,0,0,1,1
2012160A04571,16,3,1,1,4,233,6,30,3,4,1,2,0,0,1,1
200901MM70773,1,3,2,1,4,8,6,30,6,1,1,1,0,0,1,1
2009470909326,47,3,1,1,6,562,6,40,0,1,1,4,0,0,2,1
201050EC2J045,50,3,2,1,4,583,6,30,3,1,1,1,0,0,1,2
2006100168806,10,3,1,1,7,148,6,60,3,1,3,2,0,0,2,1
2006620150865,62,3,2,1,5,744,6,60,0,1,1,1,0,0,1,1
2008160A04200,16,3,2,1,6,233,3,70,0,4,1,1,0,0,2,1
201022C003567,22,3,1,1,6,273,6,60,0,1,2,2,0,0,2,1
200632D401806,32,3,1,1,1,356,6,60,0,1,1,4,0,0,2,1
200820D112703,20,3,2,1,2,300,6,30,8,1,1,1,0,0,1,1
201201BS70390,1,3,1,1,1,12,6,30,6,4,1,1,0,0,1,1
2013213001528,21,3,3,2,4,252,3,70,3,6,1,1,0,0,2,1
2007130698107,13,3,2,2,1,204,6,40,6,1,1,1,0,0,1,1
200843P337018,43,3,2,2,5,483,1,30,2,1,5,2,0,2,1,1
200514C008305,14,3,5,1,2,213,3,70,0,1,2,2,0,0,2,2
2008160D00480,16,3,2,1,2,228,1,30,1,4,1,1,0,0,1,2
2013353051013,35,3,1,4,1,392,6,60,3,6,2,2,7,0,2,1
200922E906848,22,3,2,1,4,285,6,30,0,4,1,2,0,0,1,1
2011351003611,35,3,5,1,5,392,6,60,3,6,1,1,0,0,2,1
20054100B0385,41,3,2,1,2,438,1,60,1,1,1,1,0,0,2,1
2006230691323,23,3,2,1,6,293,6,30,3,4,2,2,0,0,2,1
20063102D3250,31,3,1,1,5,347,6,30,3,4,1,1,0,0,1,1
201001RY10414,1,3,2,3,1,18,3,50,0,1,2,2,0,2,1,1
200820M068602,20,3,2,1,2,302,6,30,3,1,1,1,0,0,1,1
2011130388778,13,3,2,1,1,204,1,30,1,4,1,1,0,0,1,2
2012212002116,21,3,3,1,5,254,6,60,3,1,1,2,0,0,2,1
200597CB00306,97,3,1,1,3,926,6,30,3,1,1,1,0,0,1,1
200737B029600,37,3,2,1,1,414,6,30,0,1,5,2,0,0,2,1
201450DE2J010,50,3,1,1,6,581,6,30,0,1,1,1,0,0,1,2
2012440091331,44,3,3,2,3,502,3,70,0,1,1,1,0,0,1,1
2014404DA0067,40,3,2,1,4,424,6,50,1,1,1,2,0,0,2,1
201043W201030,43,3,2,1,2,472,6,30,0,4,1,2,0,0,1,2
200745TA05964,45,3,1,1,6,516,6,30,0,1,1,2,0,0,1,1
200601RG40730,1,3,2,1,6,6,1,30,1,1,1,1,0,0,1,1
200801EO40563,1,3,2,1,3,3,6,30,3,1,1,1,0,0,1,1
200720D202403,20,3,2,2,5,300,6,30,6,4,2,2,0,0,1,1
2010521008651,52,3,2,1,7,611,6,30,3,4,1,2,0,0,1,1
200901JI40278,1,3,2,1,7,14,3,40,1,1,1,1,0,0,1,1
2007460145467,46,3,2,1,7,535,6,30,1,4,1,1,0,0,1,2
201101PL60814,1,3,2,1,4,7,6,30,6,1,4,1,0,0,1,1
2013548328313,54,3,3,1,2,633,3,70,0,1,1,1,0,0,2,1
201201TX20777,1,3,2,1,2,25,3,50,6,4,1,1,0,0,1,2
200745WO00166,45,3,2,1,4,518,1,30,1,1,1,1,0,0,1,2
2013440073751,44,3,2,1,3,494,6,30,3,4,1,1,0,0,2,1
201443P084084,43,3,1,1,1,481,6,60,0,1,2,2,0,0,2,1
201342I122105,42,3,2,1,4,450,1,30,2,1,1,1,0,0,1,1
2006470605315,47,3,1,1,5,554,3,70,0,1,1,1,0,0,2,1
201306Q076743,6,3,2,1,2,104,6,30,3,1,1,1,0,0,1,2
201250EC2H040,50,3,2,1,7,583,6,30,3,4,4,2,0,0,1,1
201145RU67122,45,3,2,1,6,40,1,30,1,1,2,2,0,0,2,1
200606A059794,6,3,3,1,7,102,6,30,9,4,2,2,0,0,1,1
2014331401596,33,3,2,1,1,362,6,30,0,4,1,2,0,0,1,1
